ecg
-208.878
-204.59599999999998
-193.797
-178.72799999999998
-161.621
-144.178
-127.14399999999999
-110.789
-95.235
-80.85
-68.493
-58.537
-50.684
-44.638000000000005
-40.341
-37.774
-36.918
-37.211
-37.366
-36.561
-34.609
-31.533
-27.546999999999997
-22.846
-17.521
-12.023
-7.22
-3.668
-1.5719999999999998
-0.927
-1.4569999999999999
-2.897
-5.065
-7.662999999999999
-10.283
-12.63
-14.501
-15.753
-16.358
-16.301
-15.554
-14.134
-12.082
-9.425
-6.192
-2.431
1.82
6.501
11.545
16.905
22.546
28.421
34.485
40.672
46.913000000000004
53.168
59.416000000000004
65.641
71.839
78.001
84.12
90.20700000000001
96.277
102.34100000000001
108.405
114.458
120.48100000000001
126.463
132.39600000000002
138.284
144.141
149.968
155.753
161.485
167.139
172.704
178.178
183.55599999999998
188.83
194.00400000000002
199.093
204.13099999999997
209.179
214.275
219.44099999999997
224.68
229.97
235.297
240.65599999999998
246.035
251.419
256.78
262.065
267.23
272.235
277.01
281.468
285.483
288.889
291.555
293.388
294.317
294.305
293.306
291.267
288.154
283.95099999999996
278.652
272.26599999999996
264.785
256.194
246.52599999999998
235.856
224.30900000000003
212.06
199.25
185.989
172.37599999999998
158.498
144.458
130.37
116.32799999999999
102.413
88.71799999999999
75.34899999999999
62.446000000000005
50.161
38.591
27.789
17.767
8.497
-0.027999999999999997
-7.8020000000000005
-14.829
-21.121
-26.704
-31.616999999999997
-35.879
-39.512
-42.566
-45.119
-47.292
-49.208999999999996
-50.955
-52.588
-54.141000000000005
-55.63399999999999
-57.092
-58.543
-59.994
-61.443000000000005
-62.888000000000005
-64.325
-65.766
-67.217
-68.663
-70.068
-71.375
-72.531
-73.506
-74.285
-74.859
-75.22800000000001
-75.39
-75.354
-75.14
-74.775
-74.28
-73.671
-72.959
-72.155
-71.282
-70.368
-69.447
-68.545
-67.682
-66.873
-66.12899999999999
-65.461
-64.875
-64.373
-63.948
-63.593999999999994
-63.308
-63.09
-62.93899999999999
-62.854
-62.832
-62.867
-62.956
-63.093999999999994
-63.28
-63.50899999999999
-63.777
